Timestamp;Anzahl;Kritisch
2024-12-26 00:05:00;0;1
2024-12-26 01:05:00;90;27
2024-12-26 02:05:00;120;20
2024-12-26 03:05:00;7;0
2024-12-26 04:05:00;43;10
2024-12-26 05:05:00;8;4
2024-12-26 06:05:00;94;15
2024-12-26 07:05:00;112;19
2024-12-26 08:05:00;91;12
2024-12-26 09:05:00;76;4
2024-12-26 10:05:00;111;8
2024-12-26 11:05:00;35;17
2024-12-26 12:05:00;68;24
2024-12-26 13:05:00;40;13
2024-12-26 14:05:00;112;23
2024-12-26 15:05:00;37;10
2024-12-26 16:05:00;20;8
2024-12-26 17:05:00;62;3
2024-12-26 18:05:00;47;14
2024-12-26 19:05:00;113;53
2024-12-26 20:05:00;47;5
2024-12-26 21:05:00;117;21
2024-12-26 22:05:00;95;42
2024-12-26 23:05:00;77;15
