Timestamp;Anzahl;Kritisch
2024-12-05 00:05:00;25;6
2024-12-05 01:05:00;85;10
2024-12-05 02:05:00;86;22
2024-12-05 03:05:00;1;0
2024-12-05 04:05:00;28;8
2024-12-05 05:05:00;85;1
2024-12-05 06:05:00;94;14
2024-12-05 07:05:00;21;2
2024-12-05 08:05:00;70;3
2024-12-05 09:05:00;35;6
2024-12-05 10:05:00;118;47
2024-12-05 11:05:00;56;25
2024-12-05 12:05:00;7;3
2024-12-05 13:05:00;67;10
2024-12-05 14:05:00;15;0
2024-12-05 15:05:00;104;0
2024-12-05 16:05:00;75;4
2024-12-05 17:05:00;106;7
2024-12-05 18:05:00;2;1
2024-12-05 19:05:00;88;40
2024-12-05 20:05:00;10;2
2024-12-05 21:05:00;34;9
2024-12-05 22:05:00;0;1
2024-12-05 23:05:00;87;36
