Timestamp;Anzahl;Kritisch
2025-01-12 00:05:00;24;6
2025-01-12 01:05:00;34;11
2025-01-12 02:05:00;43;16
2025-01-12 03:05:00;66;9
2025-01-12 04:05:00;34;9
2025-01-12 05:05:00;30;0
2025-01-12 06:05:00;23;7
2025-01-12 07:05:00;23;7
2025-01-12 08:05:00;113;18
2025-01-12 09:05:00;76;11
2025-01-12 10:05:00;114;38
2025-01-12 11:05:00;98;40
2025-01-12 12:05:00;52;11
2025-01-12 13:05:00;5;1
2025-01-12 14:05:00;80;14
2025-01-12 15:05:00;11;0
2025-01-12 16:05:00;34;4
2025-01-12 17:05:00;2;1
2025-01-12 18:05:00;38;3
2025-01-12 19:05:00;74;12
2025-01-12 20:05:00;62;6
2025-01-12 21:05:00;32;5
2025-01-12 22:05:00;106;25
2025-01-12 23:05:00;96;42
