Timestamp;Anzahl;Kritisch
2025-01-09 00:05:00;36;3
2025-01-09 01:05:00;35;1
2025-01-09 02:05:00;73;35
2025-01-09 03:05:00;73;8
2025-01-09 04:05:00;101;43
2025-01-09 05:05:00;53;15
2025-01-09 06:05:00;30;12
2025-01-09 07:05:00;7;1
2025-01-09 08:05:00;16;7
2025-01-09 09:05:00;52;21
2025-01-09 10:05:00;60;7
2025-01-09 11:05:00;90;40
2025-01-09 12:05:00;68;6
2025-01-09 13:05:00;56;11
2025-01-09 14:05:00;63;31
2025-01-09 15:05:00;45;3
2025-01-09 16:05:00;113;29
2025-01-09 17:05:00;49;8
2025-01-09 18:05:00;4;1
2025-01-09 19:05:00;0;0
2025-01-09 20:05:00;120;4
2025-01-09 21:05:00;120;7
2025-01-09 22:05:00;78;36
2025-01-09 23:05:00;67;19
