Timestamp;Anzahl;Kritisch
2024-12-11 00:05:00;0;1
2024-12-11 01:05:00;20;4
2024-12-11 02:05:00;117;56
2024-12-11 03:05:00;72;23
2024-12-11 04:05:00;82;41
2024-12-11 05:05:00;11;5
2024-12-11 06:05:00;20;10
2024-12-11 07:05:00;76;3
2024-12-11 08:05:00;89;15
2024-12-11 09:05:00;61;13
2024-12-11 10:05:00;80;3
2024-12-11 11:05:00;35;6
2024-12-11 12:05:00;48;10
2024-12-11 13:05:00;10;4
2024-12-11 14:05:00;57;20
2024-12-11 15:05:00;30;11
2024-12-11 16:05:00;97;12
2024-12-11 17:05:00;81;2
2024-12-11 18:05:00;62;20
2024-12-11 19:05:00;11;0
2024-12-11 20:05:00;64;14
2024-12-11 21:05:00;117;9
2024-12-11 22:05:00;51;5
2024-12-11 23:05:00;33;6
