Timestamp;Anzahl;Kritisch
2024-12-24 00:05:00;7;3
2024-12-24 01:05:00;22;8
2024-12-24 02:05:00;67;7
2024-12-24 03:05:00;78;12
2024-12-24 04:05:00;62;1
2024-12-24 05:05:00;7;0
2024-12-24 06:05:00;8;0
2024-12-24 07:05:00;117;33
2024-12-24 08:05:00;1;1
2024-12-24 09:05:00;61;30
2024-12-24 10:05:00;106;36
2024-12-24 11:05:00;46;15
2024-12-24 12:05:00;81;35
2024-12-24 13:05:00;23;8
2024-12-24 14:05:00;106;7
2024-12-24 15:05:00;56;24
2024-12-24 16:05:00;73;12
2024-12-24 17:05:00;90;31
2024-12-24 18:05:00;39;10
2024-12-24 19:05:00;31;2
2024-12-24 20:05:00;33;6
2024-12-24 21:05:00;90;27
2024-12-24 22:05:00;48;9
2024-12-24 23:05:00;14;0
