Timestamp;Anzahl;Kritisch
2025-01-06 00:05:00;63;6
2025-01-06 01:05:00;79;30
2025-01-06 02:05:00;40;1
2025-01-06 03:05:00;0;0
2025-01-06 04:05:00;18;6
2025-01-06 05:05:00;17;6
2025-01-06 06:05:00;110;39
2025-01-06 07:05:00;69;25
2025-01-06 08:05:00;102;41
2025-01-06 09:05:00;37;14
2025-01-06 10:05:00;102;40
2025-01-06 11:05:00;65;29
2025-01-06 12:05:00;39;13
2025-01-06 13:05:00;59;23
2025-01-06 14:05:00;36;7
2025-01-06 15:05:00;68;33
2025-01-06 16:05:00;77;38
2025-01-06 17:05:00;89;28
2025-01-06 18:05:00;66;11
2025-01-06 19:05:00;48;1
2025-01-06 20:05:00;32;1
2025-01-06 21:05:00;67;23
2025-01-06 22:05:00;81;17
2025-01-06 23:05:00;67;18
