Timestamp;Anzahl;Kritisch
2024-11-13 00:05:00;794;37
2024-11-13 01:05:00;578;172
2024-11-13 02:05:00;667;49
2024-11-13 03:05:00;182;80
2024-11-13 04:05:00;694;316
2024-11-13 05:05:00;816;166
2024-11-13 06:05:00;715;109
2024-11-13 07:05:00;670;91
2024-11-13 08:05:00;608;130
2024-11-13 09:05:00;605;213
2024-11-13 10:05:00;638;146
2024-11-13 11:05:00;616;246
2024-11-13 12:05:00;733;195
2024-11-13 13:05:00;675;280
2024-11-13 14:05:00;497;20
2024-11-13 15:05:00;754;207
2024-11-13 16:05:00;242;107
2024-11-13 17:05:00;984;194
2024-11-13 18:05:00;816;182
2024-11-13 19:05:00;301;129
2024-11-13 20:05:00;772;171
2024-11-13 21:05:00;598;80
2024-11-13 22:05:00;255;63
2024-11-13 23:05:00;184;32
