Timestamp;Anzahl;Kritisch
2024-11-18 00:05:00;433;57
2024-11-18 01:05:00;117;45
2024-11-18 02:05:00;411;151
2024-11-18 03:05:00;663;275
2024-11-18 04:05:00;789;125
2024-11-18 05:05:00;362;61
2024-11-18 06:05:00;647;60
2024-11-18 07:05:00;439;112
2024-11-18 08:05:00;176;46
2024-11-18 09:05:00;136;42
2024-11-18 10:05:00;608;295
2024-11-18 11:05:00;188;87
2024-11-18 12:05:00;515;52
2024-11-18 13:05:00;667;247
2024-11-18 14:05:00;869;31
2024-11-18 15:05:00;492;126
2024-11-18 16:05:00;745;293
2024-11-18 17:05:00;560;209
2024-11-18 18:05:00;812;344
2024-11-18 19:05:00;808;6
2024-11-18 20:05:00;955;310
2024-11-18 21:05:00;397;16
2024-11-18 22:05:00;772;152
2024-11-18 23:05:00;130;6
