Timestamp;Anzahl;Kritisch
2024-12-21 00:05:00;107;12
2024-12-21 01:05:00;12;1
2024-12-21 02:05:00;104;1
2024-12-21 03:05:00;80;22
2024-12-21 04:05:00;84;29
2024-12-21 05:05:00;71;18
2024-12-21 06:05:00;70;0
2024-12-21 07:05:00;23;8
2024-12-21 08:05:00;72;29
2024-12-21 09:05:00;59;26
2024-12-21 10:05:00;8;2
2024-12-21 11:05:00;19;7
2024-12-21 12:05:00;73;28
2024-12-21 13:05:00;116;16
2024-12-21 14:05:00;79;38
2024-12-21 15:05:00;43;10
2024-12-21 16:05:00;56;26
2024-12-21 17:05:00;81;8
2024-12-21 18:05:00;109;21
2024-12-21 19:05:00;81;39
2024-12-21 20:05:00;42;10
2024-12-21 21:05:00;118;24
2024-12-21 22:05:00;112;45
2024-12-21 23:05:00;92;27
