Timestamp;Anzahl;Kritisch
2024-12-23 00:05:00;91;44
2024-12-23 01:05:00;115;28
2024-12-23 02:05:00;71;4
2024-12-23 03:05:00;105;8
2024-12-23 04:05:00;60;21
2024-12-23 05:05:00;13;1
2024-12-23 06:05:00;48;0
2024-12-23 07:05:00;69;24
2024-12-23 08:05:00;12;0
2024-12-23 09:05:00;19;8
2024-12-23 10:05:00;66;23
2024-12-23 11:05:00;37;7
2024-12-23 12:05:00;8;3
2024-12-23 13:05:00;77;38
2024-12-23 14:05:00;76;22
2024-12-23 15:05:00;107;18
2024-12-23 16:05:00;82;11
2024-12-23 17:05:00;52;15
2024-12-23 18:05:00;40;3
2024-12-23 19:05:00;73;16
2024-12-23 20:05:00;111;48
2024-12-23 21:05:00;59;19
2024-12-23 22:05:00;12;4
2024-12-23 23:05:00;73;21
