Timestamp;Anzahl;Kritisch
2024-10-22 00:05:00;496;97
2024-10-22 01:05:00;813;349
2024-10-22 02:05:00;341;32
2024-10-22 03:05:00;856;32
2024-10-22 04:05:00;959;21
2024-10-22 05:05:00;347;50
2024-10-22 06:05:00;717;183
2024-10-22 07:05:00;909;407
2024-10-22 08:05:00;216;99
2024-10-22 09:05:00;205;53
2024-10-22 10:05:00;666;109
2024-10-22 11:05:00;877;335
2024-10-22 12:05:00;495;230
2024-10-22 13:05:00;830;82
2024-10-22 14:05:00;407;105
2024-10-22 15:05:00;874;148
2024-10-22 16:05:00;661;292
2024-10-22 17:05:00;344;11
2024-10-22 18:05:00;699;251
2024-10-22 19:05:00;992;388
2024-10-22 20:05:00;679;278
2024-10-22 21:05:00;952;419
2024-10-22 22:05:00;449;28
2024-10-22 23:05:00;822;86
