Timestamp;Anzahl;Kritisch
2025-01-02 00:05:00;95;23
2025-01-02 01:05:00;51;10
2025-01-02 02:05:00;39;16
2025-01-02 03:05:00;92;3
2025-01-02 04:05:00;91;0
2025-01-02 05:05:00;57;0
2025-01-02 06:05:00;17;2
2025-01-02 07:05:00;87;25
2025-01-02 08:05:00;35;5
2025-01-02 09:05:00;75;19
2025-01-02 10:05:00;104;25
2025-01-02 11:05:00;16;2
2025-01-02 12:05:00;88;17
2025-01-02 13:05:00;60;30
2025-01-02 14:05:00;12;3
2025-01-02 15:05:00;111;8
2025-01-02 16:05:00;100;0
2025-01-02 17:05:00;16;8
2025-01-02 18:05:00;97;1
2025-01-02 19:05:00;42;6
2025-01-02 20:05:00;62;7
2025-01-02 21:05:00;52;12
2025-01-02 22:05:00;99;38
2025-01-02 23:05:00;65;16
