Timestamp;Anzahl;Kritisch
2024-11-05 00:05:00;737;49
2024-11-05 01:05:00;480;17
2024-11-05 02:05:00;298;40
2024-11-05 03:05:00;858;233
2024-11-05 04:05:00;560;21
2024-11-05 05:05:00;148;47
2024-11-05 06:05:00;620;147
2024-11-05 07:05:00;850;279
2024-11-05 08:05:00;137;11
2024-11-05 09:05:00;186;35
2024-11-05 10:05:00;784;98
2024-11-05 11:05:00;485;226
2024-11-05 12:05:00;594;265
2024-11-05 13:05:00;589;41
2024-11-05 14:05:00;512;140
2024-11-05 15:05:00;411;97
2024-11-05 16:05:00;710;182
2024-11-05 17:05:00;387;71
2024-11-05 18:05:00;232;103
2024-11-05 19:05:00;833;316
2024-11-05 20:05:00;689;192
2024-11-05 21:05:00;144;27
2024-11-05 22:05:00;667;241
2024-11-05 23:05:00;332;156
