Timestamp;Anzahl;Kritisch
2024-11-16 00:05:00;344;33
2024-11-16 01:05:00;768;384
2024-11-16 02:05:00;570;106
2024-11-16 03:05:00;912;235
2024-11-16 04:05:00;890;388
2024-11-16 05:05:00;873;211
2024-11-16 06:05:00;142;28
2024-11-16 07:05:00;830;87
2024-11-16 08:05:00;378;120
2024-11-16 09:05:00;152;66
2024-11-16 10:05:00;754;168
2024-11-16 11:05:00;308;111
2024-11-16 12:05:00;235;41
2024-11-16 13:05:00;989;457
2024-11-16 14:05:00;611;214
2024-11-16 15:05:00;357;137
2024-11-16 16:05:00;536;181
2024-11-16 17:05:00;571;41
2024-11-16 18:05:00;133;30
2024-11-16 19:05:00;371;97
2024-11-16 20:05:00;326;133
2024-11-16 21:05:00;252;41
2024-11-16 22:05:00;114;26
2024-11-16 23:05:00;461;123
