Timestamp;Anzahl;Kritisch
2024-11-24 00:05:00;208;78
2024-11-24 01:05:00;697;276
2024-11-24 02:05:00;904;347
2024-11-24 03:05:00;582;259
2024-11-24 04:05:00;675;101
2024-11-24 05:05:00;445;0
2024-11-24 06:05:00;918;177
2024-11-24 07:05:00;111;53
2024-11-24 08:05:00;407;102
2024-11-24 09:05:00;292;113
2024-11-24 10:05:00;932;314
2024-11-24 11:05:00;449;209
2024-11-24 12:05:00;189;74
2024-11-24 13:05:00;703;307
2024-11-24 14:05:00;775;213
2024-11-24 15:05:00;617;200
2024-11-24 16:05:00;604;123
2024-11-24 17:05:00;450;122
2024-11-24 18:05:00;633;273
2024-11-24 19:05:00;485;87
2024-11-24 20:05:00;419;68
2024-11-24 21:05:00;992;448
2024-11-24 22:05:00;725;150
2024-11-24 23:05:00;910;347
