Timestamp;Anzahl;Kritisch
2024-12-06 00:05:00;51;7
2024-12-06 01:05:00;98;11
2024-12-06 02:05:00;44;21
2024-12-06 03:05:00;88;41
2024-12-06 04:05:00;63;2
2024-12-06 05:05:00;9;0
2024-12-06 06:05:00;66;3
2024-12-06 07:05:00;28;9
2024-12-06 08:05:00;78;26
2024-12-06 09:05:00;18;2
2024-12-06 10:05:00;56;5
2024-12-06 11:05:00;52;19
2024-12-06 12:05:00;53;18
2024-12-06 13:05:00;37;3
2024-12-06 14:05:00;116;42
2024-12-06 15:05:00;82;9
2024-12-06 16:05:00;101;9
2024-12-06 17:05:00;29;14
2024-12-06 18:05:00;28;5
2024-12-06 19:05:00;26;1
2024-12-06 20:05:00;50;21
2024-12-06 21:05:00;105;43
2024-12-06 22:05:00;68;32
2024-12-06 23:05:00;75;10
