Timestamp;Anzahl;Kritisch
2024-12-30 00:05:00;104;39
2024-12-30 01:05:00;64;6
2024-12-30 02:05:00;33;9
2024-12-30 03:05:00;119;37
2024-12-30 04:05:00;38;3
2024-12-30 05:05:00;1;0
2024-12-30 06:05:00;54;25
2024-12-30 07:05:00;59;0
2024-12-30 08:05:00;38;7
2024-12-30 09:05:00;9;0
2024-12-30 10:05:00;79;8
2024-12-30 11:05:00;6;3
2024-12-30 12:05:00;7;1
2024-12-30 13:05:00;68;22
2024-12-30 14:05:00;73;26
2024-12-30 15:05:00;87;15
2024-12-30 16:05:00;102;11
2024-12-30 17:05:00;106;8
2024-12-30 18:05:00;6;0
2024-12-30 19:05:00;94;42
2024-12-30 20:05:00;30;15
2024-12-30 21:05:00;110;29
2024-12-30 22:05:00;32;13
2024-12-30 23:05:00;103;50
