Timestamp;Anzahl;Kritisch
2024-12-02 00:05:00;18;2
2024-12-02 01:05:00;6;0
2024-12-02 02:05:00;99;33
2024-12-02 03:05:00;107;5
2024-12-02 04:05:00;64;14
2024-12-02 05:05:00;89;15
2024-12-02 06:05:00;112;52
2024-12-02 07:05:00;4;0
2024-12-02 08:05:00;19;7
2024-12-02 09:05:00;57;12
2024-12-02 10:05:00;41;7
2024-12-02 11:05:00;19;1
2024-12-02 12:05:00;105;7
2024-12-02 13:05:00;52;3
2024-12-02 14:05:00;80;10
2024-12-02 15:05:00;43;14
2024-12-02 16:05:00;93;19
2024-12-02 17:05:00;38;17
2024-12-02 18:05:00;97;19
2024-12-02 19:05:00;20;2
2024-12-02 20:05:00;51;0
2024-12-02 21:05:00;51;9
2024-12-02 22:05:00;53;9
2024-12-02 23:05:00;29;0
