Timestamp;Anzahl;Kritisch
2024-10-30 00:05:00;757;266
2024-10-30 01:05:00;104;48
2024-10-30 02:05:00;534;22
2024-10-30 03:05:00;206;101
2024-10-30 04:05:00;334;3
2024-10-30 05:05:00;887;62
2024-10-30 06:05:00;297;83
2024-10-30 07:05:00;528;158
2024-10-30 08:05:00;892;269
2024-10-30 09:05:00;226;26
2024-10-30 10:05:00;717;96
2024-10-30 11:05:00;612;49
2024-10-30 12:05:00;557;134
2024-10-30 13:05:00;586;193
2024-10-30 14:05:00;815;73
2024-10-30 15:05:00;808;361
2024-10-30 16:05:00;731;94
2024-10-30 17:05:00;161;58
2024-10-30 18:05:00;257;98
2024-10-30 19:05:00;835;412
2024-10-30 20:05:00;296;61
2024-10-30 21:05:00;691;250
2024-10-30 22:05:00;390;61
2024-10-30 23:05:00;112;15
