Timestamp;Anzahl;Kritisch
2025-01-01 00:05:00;118;25
2025-01-01 01:05:00;66;29
2025-01-01 02:05:00;17;4
2025-01-01 03:05:00;116;15
2025-01-01 04:05:00;111;17
2025-01-01 05:05:00;35;10
2025-01-01 06:05:00;14;1
2025-01-01 07:05:00;19;0
2025-01-01 08:05:00;106;25
2025-01-01 09:05:00;83;23
2025-01-01 10:05:00;30;3
2025-01-01 11:05:00;54;16
2025-01-01 12:05:00;0;0
2025-01-01 13:05:00;43;19
2025-01-01 14:05:00;60;13
2025-01-01 15:05:00;35;11
2025-01-01 16:05:00;43;9
2025-01-01 17:05:00;86;20
2025-01-01 18:05:00;58;27
2025-01-01 19:05:00;98;12
2025-01-01 20:05:00;63;9
2025-01-01 21:05:00;77;20
2025-01-01 22:05:00;75;34
2025-01-01 23:05:00;69;12
