Timestamp;Anzahl;Kritisch
2024-12-18 00:05:00;48;13
2024-12-18 01:05:00;108;33
2024-12-18 02:05:00;43;7
2024-12-18 03:05:00;32;12
2024-12-18 04:05:00;71;34
2024-12-18 05:05:00;41;1
2024-12-18 06:05:00;103;3
2024-12-18 07:05:00;114;52
2024-12-18 08:05:00;33;1
2024-12-18 09:05:00;19;8
2024-12-18 10:05:00;77;29
2024-12-18 11:05:00;69;26
2024-12-18 12:05:00;21;6
2024-12-18 13:05:00;30;14
2024-12-18 14:05:00;74;22
2024-12-18 15:05:00;4;1
2024-12-18 16:05:00;74;4
2024-12-18 17:05:00;99;19
2024-12-18 18:05:00;12;4
2024-12-18 19:05:00;73;29
2024-12-18 20:05:00;66;14
2024-12-18 21:05:00;67;11
2024-12-18 22:05:00;69;17
2024-12-18 23:05:00;69;5
