Timestamp;Anzahl;Kritisch
2025-01-13 00:05:00;116;46
2025-01-13 01:05:00;29;12
2025-01-13 02:05:00;25;5
2025-01-13 03:05:00;76;6
2025-01-13 04:05:00;86;22
2025-01-13 05:05:00;114;6
2025-01-13 06:05:00;7;0
2025-01-13 07:05:00;35;10
2025-01-13 08:05:00;35;9
2025-01-13 09:05:00;7;3
2025-01-13 10:05:00;31;9
2025-01-13 11:05:00;2;1
2025-01-13 12:05:00;101;0
2025-01-13 13:05:00;4;1
2025-01-13 14:05:00;50;6
2025-01-13 15:05:00;9;4
2025-01-13 16:05:00;94;7
2025-01-13 17:05:00;94;21
2025-01-13 18:05:00;81;28
2025-01-13 19:05:00;84;24
2025-01-13 20:05:00;59;3
2025-01-13 21:05:00;76;38
2025-01-13 22:05:00;81;24
2025-01-13 23:05:00;90;14
