Timestamp;Anzahl;Kritisch
2024-12-10 00:05:00;42;15
2024-12-10 01:05:00;49;19
2024-12-10 02:05:00;84;5
2024-12-10 03:05:00;59;13
2024-12-10 04:05:00;12;3
2024-12-10 05:05:00;107;46
2024-12-10 06:05:00;79;19
2024-12-10 07:05:00;103;19
2024-12-10 08:05:00;59;3
2024-12-10 09:05:00;51;9
2024-12-10 10:05:00;3;1
2024-12-10 11:05:00;20;9
2024-12-10 12:05:00;116;40
2024-12-10 13:05:00;47;17
2024-12-10 14:05:00;71;33
2024-12-10 15:05:00;89;24
2024-12-10 16:05:00;61;22
2024-12-10 17:05:00;5;0
2024-12-10 18:05:00;67;0
2024-12-10 19:05:00;3;1
2024-12-10 20:05:00;84;0
2024-12-10 21:05:00;33;12
2024-12-10 22:05:00;55;20
2024-12-10 23:05:00;115;1
