Timestamp;Anzahl;Kritisch
2024-12-04 00:05:00;66;2
2024-12-04 01:05:00;96;28
2024-12-04 02:05:00;9;4
2024-12-04 03:05:00;3;1
2024-12-04 04:05:00;77;2
2024-12-04 05:05:00;102;11
2024-12-04 06:05:00;2;1
2024-12-04 07:05:00;53;4
2024-12-04 08:05:00;79;32
2024-12-04 09:05:00;42;18
2024-12-04 10:05:00;60;29
2024-12-04 11:05:00;10;5
2024-12-04 12:05:00;109;32
2024-12-04 13:05:00;22;0
2024-12-04 14:05:00;90;26
2024-12-04 15:05:00;108;44
2024-12-04 16:05:00;109;33
2024-12-04 17:05:00;75;19
2024-12-04 18:05:00;30;8
2024-12-04 19:05:00;53;10
2024-12-04 20:05:00;120;46
2024-12-04 21:05:00;40;3
2024-12-04 22:05:00;23;9
2024-12-04 23:05:00;11;3
