Timestamp;Anzahl;Kritisch
2024-12-01 00:05:00;108;40
2024-12-01 01:05:00;92;9
2024-12-01 02:05:00;21;0
2024-12-01 03:05:00;46;18
2024-12-01 04:05:00;66;30
2024-12-01 05:05:00;35;2
2024-12-01 06:05:00;79;0
2024-12-01 07:05:00;66;32
2024-12-01 08:05:00;33;16
2024-12-01 09:05:00;31;6
2024-12-01 10:05:00;22;8
2024-12-01 11:05:00;110;2
2024-12-01 12:05:00;65;11
2024-12-01 13:05:00;98;39
2024-12-01 14:05:00;72;24
2024-12-01 15:05:00;40;20
2024-12-01 16:05:00;32;11
2024-12-01 17:05:00;97;3
2024-12-01 18:05:00;82;37
2024-12-01 19:05:00;4;2
2024-12-01 20:05:00;2;1
2024-12-01 21:05:00;61;6
2024-12-01 22:05:00;86;7
2024-12-01 23:05:00;36;9
