Timestamp;Anzahl;Kritisch
2024-12-28 00:05:00;93;14
2024-12-28 01:05:00;81;40
2024-12-28 02:05:00;6;1
2024-12-28 03:05:00;119;57
2024-12-28 04:05:00;34;3
2024-12-28 05:05:00;113;5
2024-12-28 06:05:00;19;8
2024-12-28 07:05:00;70;8
2024-12-28 08:05:00;81;15
2024-12-28 09:05:00;34;4
2024-12-28 10:05:00;20;0
2024-12-28 11:05:00;75;1
2024-12-28 12:05:00;66;1
2024-12-28 13:05:00;30;1
2024-12-28 14:05:00;7;0
2024-12-28 15:05:00;52;0
2024-12-28 16:05:00;23;7
2024-12-28 17:05:00;26;0
2024-12-28 18:05:00;110;23
2024-12-28 19:05:00;72;14
2024-12-28 20:05:00;26;10
2024-12-28 21:05:00;118;26
2024-12-28 22:05:00;101;5
2024-12-28 23:05:00;71;17
