Timestamp;Anzahl;Kritisch
2024-12-19 00:05:00;24;9
2024-12-19 01:05:00;118;36
2024-12-19 02:05:00;92;26
2024-12-19 03:05:00;60;11
2024-12-19 04:05:00;47;5
2024-12-19 05:05:00;41;7
2024-12-19 06:05:00;1;0
2024-12-19 07:05:00;33;8
2024-12-19 08:05:00;57;8
2024-12-19 09:05:00;60;5
2024-12-19 10:05:00;88;37
2024-12-19 11:05:00;58;6
2024-12-19 12:05:00;39;6
2024-12-19 13:05:00;96;34
2024-12-19 14:05:00;84;8
2024-12-19 15:05:00;17;8
2024-12-19 16:05:00;103;34
2024-12-19 17:05:00;86;11
2024-12-19 18:05:00;80;2
2024-12-19 19:05:00;64;1
2024-12-19 20:05:00;54;18
2024-12-19 21:05:00;64;31
2024-12-19 22:05:00;108;52
2024-12-19 23:05:00;70;9
