Timestamp;Anzahl;Kritisch
2024-10-20 00:05:00;550;255
2024-10-20 01:05:00;501;228
2024-10-20 02:05:00;705;261
2024-10-20 03:05:00;744;324
2024-10-20 04:05:00;976;102
2024-10-20 05:05:00;507;148
2024-10-20 06:05:00;819;120
2024-10-20 07:05:00;531;58
2024-10-20 08:05:00;768;53
2024-10-20 09:05:00;460;24
2024-10-20 10:05:00;908;146
2024-10-20 11:05:00;205;74
2024-10-20 12:05:00;947;421
2024-10-20 13:05:00;688;84
2024-10-20 14:05:00;574;183
2024-10-20 15:05:00;744;114
2024-10-20 16:05:00;737;291
2024-10-20 17:05:00;591;14
2024-10-20 18:05:00;904;368
2024-10-20 19:05:00;902;323
2024-10-20 20:05:00;568;187
2024-10-20 21:05:00;691;300
2024-10-20 22:05:00;627;143
2024-10-20 23:05:00;167;59
