Timestamp;Anzahl;Kritisch
2024-12-13 00:05:00;64;8
2024-12-13 01:05:00;33;11
2024-12-13 02:05:00;88;44
2024-12-13 03:05:00;21;5
2024-12-13 04:05:00;5;0
2024-12-13 05:05:00;61;23
2024-12-13 06:05:00;83;10
2024-12-13 07:05:00;71;15
2024-12-13 08:05:00;67;16
2024-12-13 09:05:00;49;4
2024-12-13 10:05:00;53;14
2024-12-13 11:05:00;80;28
2024-12-13 12:05:00;36;16
2024-12-13 13:05:00;25;8
2024-12-13 14:05:00;66;12
2024-12-13 15:05:00;37;17
2024-12-13 16:05:00;16;5
2024-12-13 17:05:00;90;24
2024-12-13 18:05:00;23;7
2024-12-13 19:05:00;63;19
2024-12-13 20:05:00;2;1
2024-12-13 21:05:00;17;1
2024-12-13 22:05:00;71;29
2024-12-13 23:05:00;92;12
