Timestamp;Anzahl;Kritisch
2025-01-14 00:05:00;98;23
2025-01-14 01:05:00;50;13
2025-01-14 02:05:00;111;2
2025-01-14 03:05:00;60;20
2025-01-14 04:05:00;71;8
2025-01-14 05:05:00;4;1
2025-01-14 06:05:00;9;3
2025-01-14 07:05:00;114;6
2025-01-14 08:05:00;107;0
2025-01-14 09:05:00;30;2
2025-01-14 10:05:00;22;2
2025-01-14 11:05:00;58;26
2025-01-14 12:05:00;56;15
2025-01-14 13:05:00;61;6
2025-01-14 14:05:00;75;34
2025-01-14 15:05:00;18;2
2025-01-14 16:05:00;72;26
2025-01-14 17:05:00;99;13
2025-01-14 18:05:00;40;18
2025-01-14 19:05:00;9;2
2025-01-14 20:05:00;119;52
2025-01-14 21:05:00;36;1
2025-01-14 22:05:00;83;33
2025-01-14 23:05:00;38;15
