Timestamp;Anzahl;Kritisch
2024-12-29 00:05:00;101;24
2024-12-29 01:05:00;7;3
2024-12-29 02:05:00;55;16
2024-12-29 03:05:00;53;21
2024-12-29 04:05:00;84;33
2024-12-29 05:05:00;54;11
2024-12-29 06:05:00;120;52
2024-12-29 07:05:00;117;2
2024-12-29 08:05:00;16;7
2024-12-29 09:05:00;108;54
2024-12-29 10:05:00;34;2
2024-12-29 11:05:00;22;10
2024-12-29 12:05:00;56;12
2024-12-29 13:05:00;1;1
2024-12-29 14:05:00;21;2
2024-12-29 15:05:00;22;6
2024-12-29 16:05:00;86;30
2024-12-29 17:05:00;11;2
2024-12-29 18:05:00;113;33
2024-12-29 19:05:00;113;8
2024-12-29 20:05:00;47;19
2024-12-29 21:05:00;61;0
2024-12-29 22:05:00;39;10
2024-12-29 23:05:00;67;2
