Timestamp;Anzahl;Kritisch
2024-12-21 00:05:00;456;171
2024-12-21 01:05:00;407;92
2024-12-21 02:05:00;175;51
2024-12-21 03:05:00;123;12
2024-12-21 04:05:00;240;30
2024-12-21 05:05:00;457;43
2024-12-21 06:05:00;943;106
2024-12-21 07:05:00;196;77
2024-12-21 08:05:00;255;102
2024-12-21 09:05:00;751;272
2024-12-21 10:05:00;147;18
2024-12-21 11:05:00;447;125
2024-12-21 12:05:00;698;207
2024-12-21 13:05:00;432;7
2024-12-21 14:05:00;439;59
2024-12-21 15:05:00;379;72
2024-12-21 16:05:00;576;75
2024-12-21 17:05:00;803;121
2024-12-21 18:05:00;121;13
2024-12-21 19:05:00;809;247
2024-12-21 20:05:00;382;144
2024-12-21 21:05:00;340;82
2024-12-21 22:05:00;443;131
2024-12-21 23:05:00;431;76
