Timestamp;Anzahl;Kritisch
2024-11-29 00:05:00;761;160
2024-11-29 01:05:00;937;121
2024-11-29 02:05:00;272;129
2024-11-29 03:05:00;586;19
2024-11-29 04:05:00;119;18
2024-11-29 05:05:00;675;262
2024-11-29 06:05:00;546;93
2024-11-29 07:05:00;773;5
2024-11-29 08:05:00;384;178
2024-11-29 09:05:00;961;395
2024-11-29 10:05:00;780;96
2024-11-29 11:05:00;406;201
2024-11-29 12:05:00;276;44
2024-11-29 13:05:00;139;12
2024-11-29 14:05:00;112;3
2024-11-29 15:05:00;111;32
2024-11-29 16:05:00;307;112
2024-11-29 17:05:00;197;43
2024-11-29 18:05:00;849;356
2024-11-29 19:05:00;463;193
2024-11-29 20:05:00;482;166
2024-11-29 21:05:00;347;24
2024-11-29 22:05:00;795;154
2024-11-29 23:05:00;415;104
