Timestamp;Anzahl;Kritisch
2024-12-13 00:05:00;745;356
2024-12-13 01:05:00;102;31
2024-12-13 02:05:00;296;139
2024-12-13 03:05:00;788;307
2024-12-13 04:05:00;638;295
2024-12-13 05:05:00;250;37
2024-12-13 06:05:00;544;157
2024-12-13 07:05:00;269;35
2024-12-13 08:05:00;140;17
2024-12-13 09:05:00;379;114
2024-12-13 10:05:00;727;324
2024-12-13 11:05:00;853;381
2024-12-13 12:05:00;452;10
2024-12-13 13:05:00;903;197
2024-12-13 14:05:00;423;8
2024-12-13 15:05:00;955;463
2024-12-13 16:05:00;614;156
2024-12-13 17:05:00;635;209
2024-12-13 18:05:00;404;85
2024-12-13 19:05:00;381;10
2024-12-13 20:05:00;865;126
2024-12-13 21:05:00;688;310
2024-12-13 22:05:00;401;118
2024-12-13 23:05:00;556;113
