Timestamp;Anzahl;Kritisch
2025-01-02 00:05:00;979;1
2025-01-02 01:05:00;405;164
2025-01-02 02:05:00;346;75
2025-01-02 03:05:00;757;19
2025-01-02 04:05:00;909;448
2025-01-02 05:05:00;324;61
2025-01-02 06:05:00;790;12
2025-01-02 07:05:00;911;237
2025-01-02 08:05:00;582;155
2025-01-02 09:05:00;384;5
2025-01-02 10:05:00;646;0
2025-01-02 11:05:00;470;6
2025-01-02 12:05:00;142;45
2025-01-02 13:05:00;640;202
2025-01-02 14:05:00;753;47
2025-01-02 15:05:00;847;94
2025-01-02 16:05:00;470;55
2025-01-02 17:05:00;137;59
2025-01-02 18:05:00;141;31
2025-01-02 19:05:00;585;12
2025-01-02 20:05:00;123;58
2025-01-02 21:05:00;586;216
2025-01-02 22:05:00;201;56
2025-01-02 23:05:00;935;156
