Timestamp;Anzahl;Kritisch
2024-11-23 00:05:00;249;95
2024-11-23 01:05:00;341;17
2024-11-23 02:05:00;927;178
2024-11-23 03:05:00;233;73
2024-11-23 04:05:00;262;130
2024-11-23 05:05:00;833;394
2024-11-23 06:05:00;850;414
2024-11-23 07:05:00;243;30
2024-11-23 08:05:00;389;0
2024-11-23 09:05:00;965;88
2024-11-23 10:05:00;625;62
2024-11-23 11:05:00;230;97
2024-11-23 12:05:00;483;186
2024-11-23 13:05:00;816;42
2024-11-23 14:05:00;928;254
2024-11-23 15:05:00;818;121
2024-11-23 16:05:00;317;8
2024-11-23 17:05:00;982;456
2024-11-23 18:05:00;513;55
2024-11-23 19:05:00;631;106
2024-11-23 20:05:00;702;331
2024-11-23 21:05:00;533;5
2024-11-23 22:05:00;254;71
2024-11-23 23:05:00;121;8
