Timestamp;Anzahl;Kritisch
2024-12-07 00:05:00;758;113
2024-12-07 01:05:00;459;203
2024-12-07 02:05:00;894;313
2024-12-07 03:05:00;637;297
2024-12-07 04:05:00;853;324
2024-12-07 05:05:00;572;232
2024-12-07 06:05:00;253;117
2024-12-07 07:05:00;343;129
2024-12-07 08:05:00;587;152
2024-12-07 09:05:00;125;25
2024-12-07 10:05:00;509;0
2024-12-07 11:05:00;742;310
2024-12-07 12:05:00;106;30
2024-12-07 13:05:00;664;254
2024-12-07 14:05:00;622;212
2024-12-07 15:05:00;876;332
2024-12-07 16:05:00;433;113
2024-12-07 17:05:00;968;376
2024-12-07 18:05:00;573;229
2024-12-07 19:05:00;729;216
2024-12-07 20:05:00;942;71
2024-12-07 21:05:00;327;11
2024-12-07 22:05:00;230;20
2024-12-07 23:05:00;552;126
