Timestamp;Anzahl;Kritisch
2024-12-23 00:05:00;956;245
2024-12-23 01:05:00;721;193
2024-12-23 02:05:00;566;105
2024-12-23 03:05:00;532;215
2024-12-23 04:05:00;137;52
2024-12-23 05:05:00;828;394
2024-12-23 06:05:00;486;89
2024-12-23 07:05:00;877;209
2024-12-23 08:05:00;304;63
2024-12-23 09:05:00;773;178
2024-12-23 10:05:00;334;161
2024-12-23 11:05:00;386;37
2024-12-23 12:05:00;441;105
2024-12-23 13:05:00;105;37
2024-12-23 14:05:00;325;14
2024-12-23 15:05:00;665;292
2024-12-23 16:05:00;995;487
2024-12-23 17:05:00;447;56
2024-12-23 18:05:00;463;126
2024-12-23 19:05:00;630;230
2024-12-23 20:05:00;643;30
2024-12-23 21:05:00;220;67
2024-12-23 22:05:00;305;6
2024-12-23 23:05:00;295;7
