Timestamp;Anzahl;Kritisch
2024-12-24 00:05:00;420;41
2024-12-24 01:05:00;884;303
2024-12-24 02:05:00;258;14
2024-12-24 03:05:00;519;229
2024-12-24 04:05:00;224;100
2024-12-24 05:05:00;227;95
2024-12-24 06:05:00;506;193
2024-12-24 07:05:00;132;37
2024-12-24 08:05:00;306;46
2024-12-24 09:05:00;491;244
2024-12-24 10:05:00;716;276
2024-12-24 11:05:00;237;14
2024-12-24 12:05:00;325;37
2024-12-24 13:05:00;903;51
2024-12-24 14:05:00;288;82
2024-12-24 15:05:00;289;131
2024-12-24 16:05:00;635;233
2024-12-24 17:05:00;560;111
2024-12-24 18:05:00;410;174
2024-12-24 19:05:00;135;18
2024-12-24 20:05:00;372;99
2024-12-24 21:05:00;833;233
2024-12-24 22:05:00;800;120
2024-12-24 23:05:00;943;28
