Timestamp;Anzahl;Kritisch
2024-12-17 00:05:00;637;43
2024-12-17 01:05:00;137;0
2024-12-17 02:05:00;213;72
2024-12-17 03:05:00;998;264
2024-12-17 04:05:00;281;116
2024-12-17 05:05:00;750;140
2024-12-17 06:05:00;615;111
2024-12-17 07:05:00;680;135
2024-12-17 08:05:00;801;363
2024-12-17 09:05:00;494;49
2024-12-17 10:05:00;338;38
2024-12-17 11:05:00;239;41
2024-12-17 12:05:00;528;94
2024-12-17 13:05:00;583;280
2024-12-17 14:05:00;867;68
2024-12-17 15:05:00;416;42
2024-12-17 16:05:00;637;55
2024-12-17 17:05:00;980;74
2024-12-17 18:05:00;567;26
2024-12-17 19:05:00;642;88
2024-12-17 20:05:00;416;31
2024-12-17 21:05:00;770;360
2024-12-17 22:05:00;560;126
2024-12-17 23:05:00;186;84
