Timestamp;Anzahl;Kritisch
2024-11-04 00:05:00;918;195
2024-11-04 01:05:00;975;465
2024-11-04 02:05:00;133;4
2024-11-04 03:05:00;697;172
2024-11-04 04:05:00;750;111
2024-11-04 05:05:00;971;182
2024-11-04 06:05:00;561;19
2024-11-04 07:05:00;460;92
2024-11-04 08:05:00;699;199
2024-11-04 09:05:00;143;35
2024-11-04 10:05:00;740;37
2024-11-04 11:05:00;333;40
2024-11-04 12:05:00;667;140
2024-11-04 13:05:00;703;153
2024-11-04 14:05:00;696;42
2024-11-04 15:05:00;826;219
2024-11-04 16:05:00;295;63
2024-11-04 17:05:00;102;23
2024-11-04 18:05:00;614;5
2024-11-04 19:05:00;274;69
2024-11-04 20:05:00;370;169
2024-11-04 21:05:00;546;55
2024-11-04 22:05:00;854;371
2024-11-04 23:05:00;564;77
