Timestamp;Anzahl;Kritisch
2025-01-12 00:05:00;332;128
2025-01-12 01:05:00;792;128
2025-01-12 02:05:00;164;42
2025-01-12 03:05:00;789;132
2025-01-12 04:05:00;693;320
2025-01-12 05:05:00;605;59
2025-01-12 06:05:00;961;368
2025-01-12 07:05:00;903;170
2025-01-12 08:05:00;144;51
2025-01-12 09:05:00;133;24
2025-01-12 10:05:00;306;5
2025-01-12 11:05:00;365;2
2025-01-12 12:05:00;592;118
2025-01-12 13:05:00;456;31
2025-01-12 14:05:00;789;175
2025-01-12 15:05:00;702;222
2025-01-12 16:05:00;467;136
2025-01-12 17:05:00;995;24
2025-01-12 18:05:00;182;17
2025-01-12 19:05:00;227;6
2025-01-12 20:05:00;991;300
2025-01-12 21:05:00;306;83
2025-01-12 22:05:00;449;197
2025-01-12 23:05:00;988;417
