Timestamp;Anzahl;Kritisch
2024-12-31 00:05:00;276;58
2024-12-31 01:05:00;864;214
2024-12-31 02:05:00;233;27
2024-12-31 03:05:00;971;27
2024-12-31 04:05:00;524;97
2024-12-31 05:05:00;119;13
2024-12-31 06:05:00;560;13
2024-12-31 07:05:00;707;193
2024-12-31 08:05:00;164;51
2024-12-31 09:05:00;497;239
2024-12-31 10:05:00;137;47
2024-12-31 11:05:00;711;78
2024-12-31 12:05:00;380;100
2024-12-31 13:05:00;132;3
2024-12-31 14:05:00;802;209
2024-12-31 15:05:00;753;348
2024-12-31 16:05:00;530;55
2024-12-31 17:05:00;608;294
2024-12-31 18:05:00;107;37
2024-12-31 19:05:00;360;141
2024-12-31 20:05:00;261;3
2024-12-31 21:05:00;641;203
2024-12-31 22:05:00;286;14
2024-12-31 23:05:00;731;68
