Timestamp;Anzahl;Kritisch
2025-01-07 00:05:00;395;15
2025-01-07 01:05:00;603;300
2025-01-07 02:05:00;428;24
2025-01-07 03:05:00;176;13
2025-01-07 04:05:00;368;167
2025-01-07 05:05:00;307;13
2025-01-07 06:05:00;896;220
2025-01-07 07:05:00;201;71
2025-01-07 08:05:00;690;221
2025-01-07 09:05:00;207;28
2025-01-07 10:05:00;553;110
2025-01-07 11:05:00;612;125
2025-01-07 12:05:00;386;63
2025-01-07 13:05:00;429;179
2025-01-07 14:05:00;226;5
2025-01-07 15:05:00;905;329
2025-01-07 16:05:00;797;283
2025-01-07 17:05:00;893;182
2025-01-07 18:05:00;427;94
2025-01-07 19:05:00;655;218
2025-01-07 20:05:00;629;61
2025-01-07 21:05:00;228;65
2025-01-07 22:05:00;678;213
2025-01-07 23:05:00;105;40
