Timestamp;Anzahl;Kritisch
2024-12-16 00:05:00;218;82
2024-12-16 01:05:00;258;5
2024-12-16 02:05:00;869;319
2024-12-16 03:05:00;718;336
2024-12-16 04:05:00;688;333
2024-12-16 05:05:00;917;59
2024-12-16 06:05:00;658;23
2024-12-16 07:05:00;208;5
2024-12-16 08:05:00;233;85
2024-12-16 09:05:00;229;72
2024-12-16 10:05:00;750;142
2024-12-16 11:05:00;592;165
2024-12-16 12:05:00;755;235
2024-12-16 13:05:00;104;15
2024-12-16 14:05:00;313;55
2024-12-16 15:05:00;711;222
2024-12-16 16:05:00;240;112
2024-12-16 17:05:00;415;103
2024-12-16 18:05:00;307;58
2024-12-16 19:05:00;967;206
2024-12-16 20:05:00;651;89
2024-12-16 21:05:00;556;5
2024-12-16 22:05:00;728;53
2024-12-16 23:05:00;314;117
