Timestamp;Anzahl;Kritisch
2024-12-12 00:05:00;924;202
2024-12-12 01:05:00;605;220
2024-12-12 02:05:00;542;66
2024-12-12 03:05:00;538;0
2024-12-12 04:05:00;881;126
2024-12-12 05:05:00;596;224
2024-12-12 06:05:00;333;166
2024-12-12 07:05:00;719;227
2024-12-12 08:05:00;826;313
2024-12-12 09:05:00;177;3
2024-12-12 10:05:00;411;182
2024-12-12 11:05:00;473;165
2024-12-12 12:05:00;489;119
2024-12-12 13:05:00;766;33
2024-12-12 14:05:00;681;242
2024-12-12 15:05:00;466;88
2024-12-12 16:05:00;455;123
2024-12-12 17:05:00;135;2
2024-12-12 18:05:00;409;84
2024-12-12 19:05:00;622;311
2024-12-12 20:05:00;268;52
2024-12-12 21:05:00;639;171
2024-12-12 22:05:00;344;78
2024-12-12 23:05:00;175;55
