Timestamp;Anzahl;Kritisch
2024-10-21 00:05:00;551;269
2024-10-21 01:05:00;760;288
2024-10-21 02:05:00;283;15
2024-10-21 03:05:00;211;49
2024-10-21 04:05:00;910;325
2024-10-21 05:05:00;205;29
2024-10-21 06:05:00;579;104
2024-10-21 07:05:00;758;341
2024-10-21 08:05:00;931;456
2024-10-21 09:05:00;462;96
2024-10-21 10:05:00;670;68
2024-10-21 11:05:00;112;40
2024-10-21 12:05:00;490;139
2024-10-21 13:05:00;819;76
2024-10-21 14:05:00;412;194
2024-10-21 15:05:00;212;47
2024-10-21 16:05:00;574;203
2024-10-21 17:05:00;416;43
2024-10-21 18:05:00;640;280
2024-10-21 19:05:00;270;120
2024-10-21 20:05:00;412;47
2024-10-21 21:05:00;156;25
2024-10-21 22:05:00;961;328
2024-10-21 23:05:00;893;49
