Timestamp;Anzahl;Kritisch
2025-01-08 00:05:00;342;50
2025-01-08 01:05:00;703;255
2025-01-08 02:05:00;646;291
2025-01-08 03:05:00;939;268
2025-01-08 04:05:00;756;8
2025-01-08 05:05:00;154;25
2025-01-08 06:05:00;660;152
2025-01-08 07:05:00;857;386
2025-01-08 08:05:00;687;148
2025-01-08 09:05:00;893;1
2025-01-08 10:05:00;936;270
2025-01-08 11:05:00;117;30
2025-01-08 12:05:00;470;211
2025-01-08 13:05:00;319;29
2025-01-08 14:05:00;383;64
2025-01-08 15:05:00;439;26
2025-01-08 16:05:00;630;40
2025-01-08 17:05:00;120;19
2025-01-08 18:05:00;190;64
2025-01-08 19:05:00;681;51
2025-01-08 20:05:00;601;218
2025-01-08 21:05:00;131;53
2025-01-08 22:05:00;650;307
2025-01-08 23:05:00;947;65
