Timestamp;Anzahl;Kritisch
2025-01-04 00:05:00;628;194
2025-01-04 01:05:00;364;63
2025-01-04 02:05:00;506;40
2025-01-04 03:05:00;774;268
2025-01-04 04:05:00;938;20
2025-01-04 05:05:00;184;65
2025-01-04 06:05:00;642;45
2025-01-04 07:05:00;934;340
2025-01-04 08:05:00;670;33
2025-01-04 09:05:00;825;88
2025-01-04 10:05:00;483;43
2025-01-04 11:05:00;852;142
2025-01-04 12:05:00;292;70
2025-01-04 13:05:00;566;6
2025-01-04 14:05:00;305;33
2025-01-04 15:05:00;805;85
2025-01-04 16:05:00;258;102
2025-01-04 17:05:00;130;5
2025-01-04 18:05:00;680;119
2025-01-04 19:05:00;889;381
2025-01-04 20:05:00;727;20
2025-01-04 21:05:00;143;4
2025-01-04 22:05:00;994;151
2025-01-04 23:05:00;508;10
