Timestamp;Anzahl;Kritisch
2024-12-26 00:05:00;905;354
2024-12-26 01:05:00;703;287
2024-12-26 02:05:00;857;185
2024-12-26 03:05:00;722;239
2024-12-26 04:05:00;546;78
2024-12-26 05:05:00;490;196
2024-12-26 06:05:00;294;145
2024-12-26 07:05:00;312;29
2024-12-26 08:05:00;960;292
2024-12-26 09:05:00;312;150
2024-12-26 10:05:00;840;366
2024-12-26 11:05:00;531;206
2024-12-26 12:05:00;709;232
2024-12-26 13:05:00;746;138
2024-12-26 14:05:00;534;133
2024-12-26 15:05:00;947;338
2024-12-26 16:05:00;400;22
2024-12-26 17:05:00;481;2
2024-12-26 18:05:00;305;37
2024-12-26 19:05:00;198;10
2024-12-26 20:05:00;836;360
2024-12-26 21:05:00;610;10
2024-12-26 22:05:00;534;154
2024-12-26 23:05:00;879;340
