Timestamp;Anzahl;Kritisch
2024-10-24 00:05:00;467;61
2024-10-24 01:05:00;287;142
2024-10-24 02:05:00;271;107
2024-10-24 03:05:00;568;258
2024-10-24 04:05:00;854;46
2024-10-24 05:05:00;856;43
2024-10-24 06:05:00;945;101
2024-10-24 07:05:00;141;3
2024-10-24 08:05:00;285;54
2024-10-24 09:05:00;104;25
2024-10-24 10:05:00;146;34
2024-10-24 11:05:00;240;113
2024-10-24 12:05:00;310;139
2024-10-24 13:05:00;971;260
2024-10-24 14:05:00;827;38
2024-10-24 15:05:00;941;380
2024-10-24 16:05:00;496;8
2024-10-24 17:05:00;197;45
2024-10-24 18:05:00;281;137
2024-10-24 19:05:00;826;181
2024-10-24 20:05:00;846;140
2024-10-24 21:05:00;619;289
2024-10-24 22:05:00;638;259
2024-10-24 23:05:00;413;145
