Timestamp;Anzahl;Kritisch
2024-12-20 00:05:00;267;10
2024-12-20 01:05:00;234;75
2024-12-20 02:05:00;589;196
2024-12-20 03:05:00;113;25
2024-12-20 04:05:00;282;90
2024-12-20 05:05:00;186;61
2024-12-20 06:05:00;692;237
2024-12-20 07:05:00;455;202
2024-12-20 08:05:00;956;290
2024-12-20 09:05:00;763;349
2024-12-20 10:05:00;136;49
2024-12-20 11:05:00;939;457
2024-12-20 12:05:00;976;485
2024-12-20 13:05:00;854;120
2024-12-20 14:05:00;982;478
2024-12-20 15:05:00;162;4
2024-12-20 16:05:00;146;15
2024-12-20 17:05:00;608;163
2024-12-20 18:05:00;953;407
2024-12-20 19:05:00;844;375
2024-12-20 20:05:00;623;81
2024-12-20 21:05:00;560;107
2024-12-20 22:05:00;868;161
2024-12-20 23:05:00;305;109
