Timestamp;Anzahl;Kritisch
2024-12-02 00:05:00;873;153
2024-12-02 01:05:00;707;103
2024-12-02 02:05:00;147;26
2024-12-02 03:05:00;337;23
2024-12-02 04:05:00;856;404
2024-12-02 05:05:00;582;7
2024-12-02 06:05:00;246;87
2024-12-02 07:05:00;471;163
2024-12-02 08:05:00;938;382
2024-12-02 09:05:00;777;249
2024-12-02 10:05:00;480;175
2024-12-02 11:05:00;872;200
2024-12-02 12:05:00;848;30
2024-12-02 13:05:00;610;39
2024-12-02 14:05:00;164;52
2024-12-02 15:05:00;381;121
2024-12-02 16:05:00;858;15
2024-12-02 17:05:00;927;439
2024-12-02 18:05:00;900;328
2024-12-02 19:05:00;950;356
2024-12-02 20:05:00;266;113
2024-12-02 21:05:00;304;59
2024-12-02 22:05:00;834;58
2024-12-02 23:05:00;597;187
