Timestamp;Anzahl;Kritisch
2024-11-03 00:05:00;220;66
2024-11-03 01:05:00;393;132
2024-11-03 02:05:00;748;202
2024-11-03 03:05:00;804;107
2024-11-03 04:05:00;908;222
2024-11-03 05:05:00;980;26
2024-11-03 06:05:00;351;132
2024-11-03 07:05:00;557;172
2024-11-03 08:05:00;218;14
2024-11-03 09:05:00;813;76
2024-11-03 10:05:00;665;207
2024-11-03 11:05:00;790;373
2024-11-03 12:05:00;825;19
2024-11-03 13:05:00;863;83
2024-11-03 14:05:00;732;184
2024-11-03 15:05:00;454;64
2024-11-03 16:05:00;194;51
2024-11-03 17:05:00;466;184
2024-11-03 18:05:00;191;92
2024-11-03 19:05:00;137;29
2024-11-03 20:05:00;528;71
2024-11-03 21:05:00;698;299
2024-11-03 22:05:00;579;6
2024-11-03 23:05:00;444;98
