Timestamp;Anzahl;Kritisch
2024-12-29 00:05:00;622;250
2024-12-29 01:05:00;182;39
2024-12-29 02:05:00;104;38
2024-12-29 03:05:00;234;113
2024-12-29 04:05:00;704;16
2024-12-29 05:05:00;205;29
2024-12-29 06:05:00;104;35
2024-12-29 07:05:00;516;62
2024-12-29 08:05:00;697;284
2024-12-29 09:05:00;517;142
2024-12-29 10:05:00;382;8
2024-12-29 11:05:00;225;34
2024-12-29 12:05:00;239;51
2024-12-29 13:05:00;316;43
2024-12-29 14:05:00;127;8
2024-12-29 15:05:00;924;30
2024-12-29 16:05:00;875;217
2024-12-29 17:05:00;281;76
2024-12-29 18:05:00;716;233
2024-12-29 19:05:00;396;44
2024-12-29 20:05:00;876;93
2024-12-29 21:05:00;136;46
2024-12-29 22:05:00;908;19
2024-12-29 23:05:00;893;403
