Timestamp;Anzahl;Kritisch
2024-10-29 00:05:00;960;112
2024-10-29 01:05:00;223;78
2024-10-29 02:05:00;496;63
2024-10-29 03:05:00;835;251
2024-10-29 04:05:00;863;215
2024-10-29 05:05:00;424;9
2024-10-29 06:05:00;394;84
2024-10-29 07:05:00;614;138
2024-10-29 08:05:00;670;163
2024-10-29 09:05:00;597;44
2024-10-29 10:05:00;944;146
2024-10-29 11:05:00;484;10
2024-10-29 12:05:00;775;297
2024-10-29 13:05:00;180;4
2024-10-29 14:05:00;336;53
2024-10-29 15:05:00;748;283
2024-10-29 16:05:00;991;422
2024-10-29 17:05:00;279;29
2024-10-29 18:05:00;976;222
2024-10-29 19:05:00;245;112
2024-10-29 20:05:00;227;45
2024-10-29 21:05:00;511;215
2024-10-29 22:05:00;775;145
2024-10-29 23:05:00;213;82
