Timestamp;Anzahl;Kritisch
2024-12-10 00:05:00;449;71
2024-12-10 01:05:00;816;180
2024-12-10 02:05:00;884;441
2024-12-10 03:05:00;406;110
2024-12-10 04:05:00;571;278
2024-12-10 05:05:00;726;151
2024-12-10 06:05:00;847;227
2024-12-10 07:05:00;647;1
2024-12-10 08:05:00;846;305
2024-12-10 09:05:00;604;263
2024-12-10 10:05:00;986;222
2024-12-10 11:05:00;390;59
2024-12-10 12:05:00;980;450
2024-12-10 13:05:00;859;330
2024-12-10 14:05:00;930;163
2024-12-10 15:05:00;616;21
2024-12-10 16:05:00;685;261
2024-12-10 17:05:00;596;141
2024-12-10 18:05:00;454;17
2024-12-10 19:05:00;342;47
2024-12-10 20:05:00;523;82
2024-12-10 21:05:00;946;33
2024-12-10 22:05:00;595;5
2024-12-10 23:05:00;813;159
