Timestamp;Anzahl;Kritisch
2024-12-15 00:05:00;837;406
2024-12-15 01:05:00;353;45
2024-12-15 02:05:00;768;270
2024-12-15 03:05:00;899;354
2024-12-15 04:05:00;846;388
2024-12-15 05:05:00;180;75
2024-12-15 06:05:00;869;143
2024-12-15 07:05:00;546;194
2024-12-15 08:05:00;168;51
2024-12-15 09:05:00;735;172
2024-12-15 10:05:00;920;268
2024-12-15 11:05:00;801;399
2024-12-15 12:05:00;117;16
2024-12-15 13:05:00;254;64
2024-12-15 14:05:00;294;76
2024-12-15 15:05:00;502;142
2024-12-15 16:05:00;111;1
2024-12-15 17:05:00;517;237
2024-12-15 18:05:00;703;3
2024-12-15 19:05:00;919;384
2024-12-15 20:05:00;355;60
2024-12-15 21:05:00;726;231
2024-12-15 22:05:00;879;340
2024-12-15 23:05:00;622;272
