Timestamp;Anzahl;Kritisch
2024-10-16 00:05:00;515;250
2024-10-16 01:05:00;505;139
2024-10-16 02:05:00;676;134
2024-10-16 03:05:00;197;95
2024-10-16 04:05:00;185;75
2024-10-16 05:05:00;913;302
2024-10-16 06:05:00;824;44
2024-10-16 07:05:00;608;276
2024-10-16 08:05:00;995;388
2024-10-16 09:05:00;253;97
2024-10-16 10:05:00;300;48
2024-10-16 11:05:00;197;36
2024-10-16 12:05:00;790;258
2024-10-16 13:05:00;380;44
2024-10-16 14:05:00;689;272
2024-10-16 15:05:00;182;72
2024-10-16 16:05:00;248;65
2024-10-16 17:05:00;173;72
2024-10-16 18:05:00;946;257
2024-10-16 19:05:00;782;277
2024-10-16 20:05:00;356;8
2024-10-16 21:05:00;224;2
2024-10-16 22:05:00;988;153
2024-10-16 23:05:00;827;307
